lcid	locale	int_curr_symbol	currency_symbol	mon_decimal_point	mon_thousands_sep	mon_grouping	positive_sign	negative_sign	int_frac_digits	frac_digits	p_cs_precedes	p_sep_by_space	n_cs_precedes	n_sep_by_space	p_sign_posn	n_sign_posn	decimal_point	thousands_sep	grouping
0x0454	lo-LA	LAK	₭	,	.	[3, 0]		-	0	0	1	0	1	0	4	4	,	.	[3, 0]
0x0455	my-MM	MMK	K	.	,	[3, 0]		-	0	0	0	1	0	1	1	1	.	,	[3, 0]
0x0456	gl-ES	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0457	kok-IN	INR	₹	.	,	[3, 2, 0]		-	2	2	1	1	1	1	4	4	.	,	[3, 2, 0]
0x045A	syr-SY	SYP	ܠ.ܣ.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x045B	si-LK	LKR	රු.	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x045C	chr-Cher_US	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x045D	iu-Cans_CA	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x045E	am-ET	ETB	ብር	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0460	ks-Arab	INR	₹	.	,	[3, 2, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 2, 0]
0x0461	ne-NP	NPR	रु	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x0462	fy-NL	EUR	€	,	.	[3, 0]		-	2	2	1	1	1	1	2	2	,	.	[3, 0]
0x0463	ps-AF	AFN	؋	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x0464	fil-PH	PHP	?	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0465	dv-MV	MVR	ރ.	.	,	[3, 0]		-	2	2	0	1	0	1	4	4	.	,	[3, 0]
0x0468	ha-Latn_NG	NGN	₦	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x046A	yo-NG	NGN	?	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x046B	quz-BO	BOB	Bs.	,	.	[3, 0]		-	2	2	1	1	1	1	3	0	,	.	[3, 0]
0x046C	nso-ZA	ZAR	R	.	 	[3, 0]		-	2	2	1	1	1	1	3	3	.	 	[3, 0]
0x046D	ba-RU	RUB	?	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x046E	lb-LU	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x046F	kl-GL	DKK	kr.	,	.	[3, 0]		-	2	2	1	0	1	1	4	4	,	.	[3, 0]
0x0470	ig-NG	NGN	?	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0472	om-ET	ETB	Br	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0473	ti-ET	ETB	Br	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0474	gn-PY	PYG	?	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x0475	haw-US	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0477	so-SO	SOS	S	.	,	[3, 0]		-	0	0	1	0	1	0	3	3	.	,	[3, 0]
0x0478	ii-CN	CNY	¥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x047A	arn-CL	CLP	$	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	.	[3, 0]
0x047C	moh-CA	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x047E	br-FR	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0480	ug-CN	CNY	¥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x0481	mi-NZ	NZD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0482	oc-FR	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0483	co-FR	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0484	gsw-FR	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0485	sah-RU	RUB	?	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0486	qut-GT	GTQ	Q	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0487	rw-RW	RWF	RF	,	.	[3, 0]		-	0	0	1	1	1	1	3	3	,	.	[3, 0]
0x0488	wo-SN	XOF	CFA	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x048C	prs-AF	AFN	?	.	,	[3, 0]		-	2	2	1	0	1	0	2	2	,	.	[3, 0]
0x0491	gd-GB	GBP	£	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0492	ku-Arab_IQ	IQD	د.ع.‏	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x0501	qps-ploc	USD	$	.	,,	[4, 0]	++	-	3	3	1	0	1	0	3	3	.	,,	[4, 0]
0x05FE	qps-ploca	JPY	\	.	,	[3, 0]		-	0	0	1	0	1	0	3	3	.	,	[3, 0]
0x0801	ar-IQ	IQD	د.ع.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x0803	ca-ES_valencia	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0804	zh-CN	CNY	￥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x0807	de-CH	CHF	CHF	.	’	[3, 0]		-	2	2	1	1	1	0	4	4	.	’	[3, 0]
0x0809	en-GB	GBP	£	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x080A	es-MX	MXN	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x080C	fr-BE	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0810	it-CH	CHF	CHF	.	’	[3, 0]		-	2	2	1	1	1	0	4	4	.	’	[3, 0]
0x0813	nl-BE	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0814	nn-NO	NOK	kr	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0816	pt-PT	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0818	ro-MD	MDL	L	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0819	ru-MD	MDL	L	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x081A	sr-Latn_CS	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x081D	sv-FI	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0820	ur-IN	INR	?	.	,	[3, 2, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x082C	az-Cyrl_AZ	AZN	₼	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x082E	dsb-DE	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0832	tn-BW	BWP	P	.	 	[3, 0]		-	2	2	1	0	1	0	3	3	.	 	[3, 0]
0x083B	se-SE	SEK	kr	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x083C	ga-IE	EUR	€	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x083E	ms-BN	BND	$	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	.	[3, 0]
0x0843	uz-Cyrl_UZ	UZS	сўм	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x0845	bn-BD	BDT	৳	.	,	[3, 2, 0]		-	2	2	0	0	0	0	1	1	.	,	[3, 2, 0]
0x0846	pa-Arab_PK	PKR	Rs	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x0849	ta-LK	LKR	Rs.	.	,	[3, 2, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 2, 0]
0x0850	mn-Mong_CN	CNY	¥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x0859	sd-Arab_PK	PKR	Rs	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x085D	iu-Latn_CA	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x085F	tzm-Latn_DZ	DZD	DA	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0861	ne-IN	INR	₹	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x0867	ff-Latn_SN	XOF	CFA	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x086B	quz-EC	USD	$	,	.	[3, 0]		-	2	2	1	1	1	1	4	4	,	.	[3, 0]
0x0873	ti-ER	ERN	Nfk	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x09FF	qps-plocm	SAR	ر.س.‏	.	,	[3, 0]		-	2	2	1	1	1	0	2	2	.	,	[3, 0]
0x0C01	ar-EG	EGP	ج.م.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x0C04	zh-HK	HKD	HK$	.	,	[3, 0]		-	2	2	1	0	1	0	3	0	.	,	[3, 0]
0x0C07	de-AT	EUR	€	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	 	[3, 0]
0x0C09	en-AU	AUD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x0C0A	es-ES	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0C0C	fr-CA	CAD	$	,	 	[3, 0]		-	2	2	0	1	0	1	1	0	,	 	[3, 0]
0x0C1A	sr-Cyrl_CS	RSD	дин.	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x0C3B	se-FI	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x0C50	mn-Mong_MN	CNY	¥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x0C51	dz-BT	BTN	Nu.	.	,	[3, 2, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 2, 0]
0x0C6b	quz-PE	PEN	S/	.	,	[3, 0]		-	2	2	1	1	1	1	4	4	.	,	[3, 0]
0x1001	ar-LY	LYD	د.ل.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x1004	zh-SG	SGD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x1007	de-LU	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x1009	en-CA	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x100A	es-GT	GTQ	Q	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x100C	fr-CH	CHF	CHF	.	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x101A	hr-BA	BAM	KM	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x103B	smj-NO	NOK	kr	,	 	[3, 0]		-	2	2	1	1	1	1	4	4	,	 	[3, 0]
0x105F	tzm-Tfng_MA	MAD	ⴷⵔ	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x1401	ar-DZ	DZD	د.ج.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x1404	zh-MO	MOP	MOP	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x1407	de-LI	CHF	CHF	.	’	[3, 0]		-	2	2	1	1	1	1	3	3	.	’	[3, 0]
0x1409	en-NZ	NZD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x140A	es-CR	CRC	¢	,	 	[3, 0]		-	2	2	1	0	1	0	3	3	,	 	[3, 0]
0x140C	fr-LU	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x141A	bs-Latn_BA	BAM	KM	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x143B	smj-SE	SEK	kr	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x1801	ar-MA	MAD	د.م.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x1809	en-IE	EUR	€	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x180A	es-PA	PAB	B/.	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x180C	fr-MC	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x181A	sr-Latn_BA	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x183B	sma-NO	NOK	kr	,	 	[3, 0]		-	2	2	1	1	1	1	4	4	,	 	[3, 0]
0x1C01	ar-TN	TND	د.ت.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x1C09	en-ZA	ZAR	R	,	 	[3, 0]		-	2	2	1	0	1	0	3	3	,	 	[3, 0]
0x1C0A	es-DO	DOP	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	0	.	,	[3, 0]
0x1C1A	sr-Cyrl_BA	RSD	дин.	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x1C3B	sma-SE	SEK	kr	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x2001	ar-OM	OMR	ر.ع.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x2009	en-JM	JMD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x200A	es-VE	VES	Bs.S	,	.	[3, 0]		-	2	2	1	0	1	0	4	4	,	.	[3, 0]
0x200C	fr-RE	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x201A	bs-Cyrl_BA	BAM	КМ	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x203B	sms-FI	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x2401	ar-YE	YER	ر.ي.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x2409	en-029	XCD	EC$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x240A	es-CO	COP	$	,	.	[3, 0]		-	0	0	1	1	1	1	3	3	,	.	[3, 0]
0x240C	fr-CD	CDF	FC	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x241A	sr-Latn_RS	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x243B	smn-FI	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x2801	ar-SY	SYP	ل.س.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x2809	en-BZ	BZD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x280A	es-PE	PEN	S/	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x280C	fr-SN	XOF	CFA	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x281A	sr-Cyrl_RS	RSD	дин.	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x2C01	ar-JO	JOD	د.ا.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x2C09	en-TT	TTD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x2C0A	es-AR	ARS	$	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	.	[3, 0]
0x2C0C	fr-CM	XAF	FCFA	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x2C1A	sr-Latn_ME	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x3001	ar-LB	LBP	ل.ل.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x3009	en-ZW	USD	US$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x300A	es-EC	USD	$	,	.	[3, 0]		-	2	2	1	0	1	0	4	4	,	.	[3, 0]
0x300C	fr-CI	XOF	CFA	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x301A	sr-Cyrl_ME	RSD	дин.	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x3401	ar-KW	KWD	د.ك.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x3409	en-PH	PHP	?	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x340A	es-CL	CLP	$	,	.	[3, 0]		-	0	0	1	0	1	0	4	4	,	.	[3, 0]
0x340C	fr-ML	XOF	CFA	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x3801	ar-AE	AED	د.إ.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x380A	es-UY	UYU	$	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	.	[3, 0]
0x380C	fr-MA	MAD	DH	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x3c01	ar-BH	BHD	د.ب.‏	.	,	[3, 0]		-	3	3	0	1	0	1	1	1	.	,	[3, 0]
0x3c09	en-HK	HKD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x3c0A	es-PY	PYG	?	,	.	[3, 0]		-	0	0	1	1	1	1	4	4	,	.	[3, 0]
0x3c0C	fr-HT	HTG	G	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x4001	ar-QA	QAR	ر.ق.‏	.	,	[3, 0]		-	2	2	0	1	0	1	1	1	.	,	[3, 0]
0x4009	en-IN	INR	?	.	,	[3, 2, 0]		-	2	2	1	1	1	1	4	4	.	,	[3, 2, 0]
0x400A	es-BO	BOB	Bs	,	.	[3, 0]		-	2	2	1	0	1	0	3	3	,	.	[3, 0]
0x4409	en-MY	MYR	RM	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x440A	es-SV	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x4809	en-SG	SGD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x480A	es-HN	HNL	L	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x4C09	en-AE	AED	?.?.?	.	,	[3, 0]		-	2	2	1	0	1	0	3	0	.	,	[3, 0]
0x4C0A	es-NI	NIO	C$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x500A	es-PR	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x540A	es-US	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	0	.	,	[3, 0]
0x580A	es-419	XDR	XDR	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x5C0A	es-CU	CUP	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x641A	bs-Cyrl	BAM	КМ	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x681A	bs-Latn	BAM	KM	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x6C1A	sr-Cyrl	RSD	дин.	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x701A	sr-Latn	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x703B	smn	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x742C	az-Cyrl	AZN	?	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x743B	sms	EUR	€	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x7804	zh	CNY	￥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x7814	nn	NOK	kr	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x781A	bs	BAM	KM	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x782C	az-Latn	AZN	?	,	.	[3, 0]		-	2	2	1	1	1	1	3	3	,	.	[3, 0]
0x783B	sma	NOK	kr	,	 	[3, 0]		-	2	2	1	1	1	1	4	4	,	 	[3, 0]
0x7843	uz-Cyrl	UZS	сўм	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x7850	mn-Cyrl	MNT	?	.	,	[3, 0]		-	0	0	1	1	1	1	3	3	.	,	[3, 0]
0x785D	iu-Cans	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x785F	tzm-Tfng	MAD	ⴷⵔ	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x7C04	zh-Hant	HKD	HK$	.	,	[3, 0]		-	2	2	1	0	1	0	3	0	.	,	[3, 0]
0x7C14	nb	NOK	kr	,	 	[3, 0]		-	2	2	1	1	1	1	3	3	,	 	[3, 0]
0x7C1A	sr	RSD	RSD	,	.	[3, 0]		-	0	0	0	1	0	1	1	1	,	.	[3, 0]
0x7C28	tg-Cyrl	TJS	смн	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x7C2E	dsb	EUR	€	,	.	[3, 0]		-	2	2	0	1	0	1	1	1	,	.	[3, 0]
0x7C3B	smj	NOK	kr	,	 	[3, 0]		-	2	2	1	1	1	1	4	4	,	 	[3, 0]
0x7C43	uz-Latn	UZS	so‘m	,	 	[3, 0]		-	0	0	0	1	0	1	1	1	,	 	[3, 0]
0x7C46	pa-Arab	PKR	Rs	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x7C50	mn-Mong	CNY	¥	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0x7C59	sd-Arab	PKR	Rs	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x7C5C	chr-Cher	USD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x7C5D	iu-Latn	CAD	$	.	,	[3, 0]		-	2	2	1	0	1	0	3	3	.	,	[3, 0]
0x7C5F	tzm-Latn	DZD	DA	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x7C67	ff-Latn	XOF	CFA	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0x7C68	ha-Latn	NGN	?	.	,	[3, 0]		-	2	2	1	1	1	1	3	3	.	,	[3, 0]
0x7C92	ku-Arab	IQD	د.ع.‏	.	,	[3, 0]		-	2	2	1	0	1	0	4	4	.	,	[3, 0]
0xFC19	ru-RU	RUB	?	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0xFC22	uk-UA	UAH	?	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
0xFC23	be-BY	BYN	Br	,	 	[3, 0]		-	2	2	0	1	0	1	1	1	,	 	[3, 0]
